DIVISION_NUM,Division Name,SVP,AVP,Location Name,Online Code,State,Location Description,Year,Adjusted COGS,Sales,Regular GM,Total GM
20,ABC,Jamie MacZuffie,Mike Dixon,"SPARTANBURG, SC YARD",SPARSCYD,SC,Spartanburg SC Yard,1/1/17,3940341.19,4997301.29,1056960.1,1056960.1
20,ABC,Jamie MacZuffie,Mike Dixon,"SENECA, SC",SSESYD,SC,Seneca SC Yard,1/1/17,699593.19,964610.37,265017.18,265017.18
20,ABC,Jamie MacZuffie,Mike Dixon,"ANDERSON, SC",SANSYD,SC,Anderson SC Yard,1/1/17,655417.88,848488.83,193070.95,193078.49
20,ABC,Jamie MacZuffie,Mike Dixon,"GREENVILLE, SC",SGVSYD,SC,Greenville SC Yard,1/1/17,1679179.16,2129039.27,449860.11,449865.2
20,ABC,Jamie MacZuffie,Mike Dixon,"GREENVILLE,SC MW DISTRUB",SGMSYD,SC,Greenville SC Millwork,1/1/17,2962158.15,3525212.43,563054.28,563109.47
20,ABC,Jamie MacZuffie,Mike Dixon,SPARTANBURG GYPSUM & ROOFING,SSPSYD,SC,Spartanburg SC Gypsum & Roofing,1/1/17,0,188.7,188.7,188.7
20,ABC,Jamie MacZuffie,Randy Johnson,ROANOKE RAPIDS  NC YARD,ROANNCYD,NC,Roanoke Rapids NC Yard,1/1/17,140558.6,190054.32,49495.72,49495.72
20,ABC,Jamie MacZuffie,Randy Johnson,JACKSONVILLE  NC YARD,JACKNCYD,NC,Jacksonville NC Yard,1/1/17,387580.3,485754.35,98174.05,98174.05
20,ABC,Jamie MacZuffie,Randy Johnson,WILMINGTON NC DIST MW,WILMNCYD,NC,Wilmington NC DC (Millwork),1/1/17,2952456.2,3629066.18,676609.98,677182.3
20,ABC,Jamie MacZuffie,Randy Johnson,"WASHINGTON, NC",SWANYD,NC,Washington NC Yard,1/1/17,288976.61,352880.4,63903.79,63903.79
20,ABC,Jamie MacZuffie,Randy Johnson ,"SOUTHPORT, NC",SSPNYD,NC,Southport NC Yard,1/1/17,1740680.12,2294765.15,554085.03,554085.03
20,ABC,Jamie MacZuffie,Randy Johnson ,"WILMINGTON,NC YARD",SWINYD,NC,Wilmington NC Yard,1/1/17,2956.1,-277.44,-3233.54,3232.82
20,ABC,Jamie MacZuffie,Jamie MacZuffie,"CHARLOTTE, NC YARD",CHARNCYD,NC,Charlotte NC Yard,1/1/17,431201.39,559666.09,128464.7,128945.57
20,ABC,Jamie MacZuffie,Jamie MacZuffie,"HARRISBURG, NC",LSCHAN,NC,Harrisburg NC Yard,1/1/17,3322067.14,4125739.26,803672.12,805046.3
20,ABC,Justin Robb,Dave Challenger,GLOUCESTER CITY  NJ MILLWORK,GLOUNJMW,NJ,Gloucester City NJ Millwork,1/1/17,13584113.31,16915960.38,3331847.07,3331847.07
20,ABC,Justin Robb,Dave Challenger,PLEASANTVILLE  NJ YARD,PLEANJYD,NJ,Pleasantville NJ Yard,1/1/17,11116.23,12946.96,1830.73,1830.73
20,ABC,Justin Robb,Dave Challenger,LAKEWOOD  NJ YARD,LAKENJYD,NJ,Lakewood NJ Yard,1/1/17,1046.63,1277.28,230.65,230.65
20,ABC,Justin Robb,Dennis Edwards,MANSFIELD  OH YARD,MANSOHYD,OH,Mansfield OH Yard,1/1/17,154223.12,196553.67,42330.55,42330.55
20,ABC,Justin Robb,Dennis Edwards,HUNTERTOWN  IN YARD,HUNTINYD,IN,Huntertown IN Yard,1/1/17,962885.44,1222174.22,259288.78,259288.78
20,ABC,Justin Robb,Dennis Edwards,TERRE HAUTE  IN YARD,TERRINYD,IN,Terre Haute IN Yard,1/1/17,150996.45,181084.17,30087.72,30087.72
20,ABC,Justin Robb,Dennis Edwards,CINCINNATI  OH YARD,CINCOHYD,OH,Cincinnati OH Yard,1/1/17,1323460.17,1906551.37,583091.2,583091.2
20,ABC,Justin Robb,Dennis Edwards,DAYTON  OH YARD,DAYTOHYD,OH,Dayton OH Yard,1/1/17,450224.42,602824.71,152600.29,152600.29
20,ABC,Justin Robb,Dennis Edwards,BREESE  IL YARD,BREEILYD,IL,Breese IL Yard,1/1/17,302320.03,394327.57,92007.54,92007.54
20,ABC,Justin Robb,Dennis Edwards,DELAWARE  OH YARD,DELAOHYD,OH,Delaware OH Yard,1/1/17,722420.46,878969.22,156548.76,156548.76
20,ABC,Justin Robb,Dennis Edwards,TOLONO  IL YARD,TOLOILYD,IL,Tolono IL Yard,1/1/17,55544.58,70122.34,14577.76,14577.76
20,ABC,Justin Robb,Ernie Peters,MEXICO  NY YARD,MEXINYYD,NY,Mexico NY Yard,1/1/17,1157587.47,1381715.62,224128.15,224128.15
20,ABC,Justin Robb,Ernie Peters,JOHNSTOWN  NY YARD,JOHNNYYD,NY,Johnstown NY Yard,1/1/17,252703.49,298128.93,45425.44,45425.44
20,ABC,Justin Robb,Ernie Peters,TICONDEROGA  NY YARD,TICONYYD,NY,Ticonderoga NY Yard,1/1/17,136821.86,166889.89,30068.03,30068.03
20,ABC,Justin Robb,Larry Smith,PETOSKEY  MI YARD,PETOMIYD,MI,Petoskey MI Yard,1/1/17,131359.86,169259.71,37899.85,37899.85
20,ABC,Justin Robb,Larry Smith,CADILLAC  MI YARD,CADIMIYD,MI,Cadillac MI Yard,1/1/17,82563.39,104564.67,22001.28,22007.08
20,ABC,Justin Robb,Larry Smith,ST. HELEN  MI YARD,STHEMIYD,MI,St Helen MI Yard,1/1/17,36630.06,46817.05,10186.99,10186.99
20,ABC,Justin Robb,Larry Smith,GAYLORD  MI YARD,GAYLMIYD,MI,Gaylord MI Yard,1/1/17,100839.86,130762.49,29922.63,29922.63
20,ABC,Justin Robb,Larry Smith,ALPENA  MI YARD,ALPEMIYD,MI,Alpena MI Yard,1/1/17,57231.43,77135.24,19903.81,19903.81
20,ABC,Justin Robb,Larry Smith,FREMONT  MI YARD,FREMMIYD,MI,Fremont MI Yard,1/1/17,31232.81,44667.72,13434.91,13434.91
20,ABC,Justin Robb,Larry Smith,RUDYARD  MI YARD,RUDYMIYD,MI,Rudyard MI Yard,1/1/17,54662.43,69851.88,15189.45,15189.45
20,ABC,Justin Robb,Larry Smith,ALMA  MI YARD,ALMAMIYD,MI,Alma MI Yard,1/1/17,1185.35,1576.98,391.63,391.63
20,ABC,Justin Robb,Larry Smith,BAD AXE  MI YARD,BDAXMIYD,MI,Bad Axe MI Yard,1/1/17,8867.81,11849.89,2982.08,2982.08
20,ABC,Justin Robb,Larry Smith,CARO  MI YARD,CAROMIYD,MI,Caro MI Yard,1/1/17,11971.49,14846.8,2875.31,2875.31
20,ABC,Justin Robb,Larry Smith,SAGINAW  MI (WEST) YARD,SAGIMIYD,MI,Saginaw MI Yard,1/1/17,38995.14,50926.07,11930.93,11930.93
20,ABC,Justin Robb,Larry Smith,TRAVERSE CITY  MI YARD,TRAVMIYD,MI,Traverse City MI Yard,1/1/17,175172.58,225659.62,50487.04,50487.04
20,ABC,Justin Robb,Larry Smith,KALAMAZOO  MI YARD,KALAMIYD,MI,Kalamazoo MI Yard,1/1/17,41156.58,52412.82,11256.24,11256.24
20,ABC,Justin Robb,Mike Carman,BAYPORT  NY YARD,BAYPNYYD,NY,Bayport NY Yard,1/1/17,772891.71,958472.53,185580.82,185921.91
20,ABC,Justin Robb,Mike Carman,NEW HYDE PARK  NY YARD,NHYDNYYD,NY,New Hyde Park NY Yard,1/1/17,1527305.81,1916110.15,388804.34,389440.78
20,ABC,Justin Robb,Mike Carman,FARMINGDALE  NY YARD,FARMNYYD,NY,Farmingdale NY Yard,1/1/17,568432.18,725672.06,157239.88,157744.97
20,ABC,Justin Robb,Steve Gibson,PHILLIPSBURG  NJ YARD,PHILNJYD,NJ,Phillipsburg NJ Yard,1/1/17,524.46,604.15,79.69,79.69
20,ABC,Justin Robb,Todd Rose,MIDDLETOWN  NY LIQUIDATION,MIDDNYDC,NY,Middletown NY Liquidation,1/1/17,61734.29,103874.65,42140.36,42144.57
20,ABC,Justin Robb,Todd Rose,MIDDLETOWN  NY MILLWORK,MIDDNYMW,NY,Middletown NY Millwork,1/1/17,4646938.32,5826942.12,1180003.8,1180507.59
20,ABC,Justin Robb,Todd Rose,MAHOPAC  NY YARD,MAHONYYD,NY,Mahopac NY Yard,1/1/17,393462.61,478136.88,84674.27,84674.27
20,ABC,Justin Robb,Todd Rose,CONGERS  NY YARD,CONGNYYD,NY,Congers NY Yard,1/1/17,1910050.69,2373856.12,463805.43,463818.89
20,ABC,Justin Robb,Todd Rose,EAST HARTFORD  CT YARD,EHARCTYD,CT,East Hartford CT Yard,1/1/17,930342.04,1153188.19,222846.15,222846.15
20,ABC,Justin Robb,Todd Rose,MIDDLETOWN  NY YARD,MIDDNYYD,NY,Middletown NY Yard,1/1/17,22778.44,28628.11,5849.67,5851.51
20,ABC,Justin Robb,Todd Rose,VAILS GATE  NY YARD,VAILNYYD,NY,Vails Gate NY Yard,1/1/17,215629.52,285973.47,70343.95,70343.95
20,ABC,Justin Robb,Todd Rose,ROSENDALE  NY YARD,ROSENYYD,NY,Rosendale NY Yard,1/1/17,52662.21,68940.35,16278.14,16278.14
20,ABC,Norma Anderson,Brian Muelenaer,LYNCHBURG  VA YARD,LYNCVAYD,VA,Lynchburg VA Yard,1/1/17,978585.05,1250765.55,272180.5,272180.5
20,ABC,Norma Anderson,Brian Muelenaer,ROANOKE  VA YARD,ROANVAYD,VA,Roanoke VA Yard,1/1/17,828194.72,1069740,241545.28,241545.28
20,ABC,Norma Anderson,Brian Muelenaer,"CHESTER, VA YARD",CHSTVAYD,VA,Chester VA Yard,1/1/17,2765363.08,3592837.07,827473.99,827473.99
20,ABC,Norma Anderson,Brian Muelenaer,WILLIAMSBURG VA YARD,WILLVAYD,VA,Williamsburg VA Yard,1/1/17,175360.13,243474.32,68114.19,68114.19
20,ABC,Norma Anderson,Brian Muelenaer,TAPPAHANNOCK  VA YARD,TAPPVAYD,VA,Tappahannock VA Yard,1/1/17,985677.01,1247634.48,261957.47,261957.47
20,ABC,Norma Anderson,Brian Muelenaer,"CHARLESTON, WV YARD",CHARWVYD,WV,Charleston WV Yard,1/1/17,1285787.25,1678977.07,393189.82,393189.82
20,ABC,Norma Anderson,Brian Muelenaer,"CHESAPEAKE, VA YARD",CHESVAYD,VA,Chesapeake VA Yard,1/1/17,2476169.48,3151475.08,675305.6,675305.6
20,ABC,Norma Anderson,Brian Muelenaer,VERONA  VA YARD,VEROVAYD,VA,Verona VA Yard,1/1/17,948775.72,1229228.96,280453.24,280481.39
20,ABC,Norma Anderson,Conrad Labossiere,"WALDORF, MD YARD",WALDMDYD,MD,Waldorf MD Yard,1/1/17,2800280.45,3535117.43,734836.98,734836.98
20,ABC,Norma Anderson,Conrad Labossiere,"MANASSAS, VA",LNWMAV,VA,Manassas VA Yard,1/1/17,12.86,29,16.14,16.14
20,ABC,Norma Anderson,Conrad Labossiere,"CULPEPER, VA",LNWCUV,VA,Culpeper VA Yard,1/1/17,6352905.95,7723097.21,1370191.26,1370311.34
20,ABC,Norma Anderson,Conrad Labossiere,"WINCHESTER, VA YARD",WCHRVAYD,VA,Winchester VA Yard,1/1/17,725473.46,866663.95,141190.49,141495.29
20,ABC,Norma Anderson,Conrad Labossiere,"POINT OF ROCKS, MD",LNWFRM,MD,Point of Rocks MD Yard,1/1/17,10481706.99,12779550.1,2297843.11,2298855.86
20,ABC,Norma Anderson,Conrad Labossiere,"CHARLOTTESVILLE, VA YARD",CHARVAYD,VA,Charlottesville VA Yard,1/1/17,1886167.94,2321740.76,435572.82,435572.82
20,ABC,Norma Anderson,Kevin Faughn,PETERSBURG  VA GYPSUM,PETEVAGP,VA,Petersburg VA Gypsum,1/1/17,5676.53,7469.59,1793.06,1793.06
20,ABC,Norma Anderson,Norma Anderson,"FREDERICK, MD-MILLWRK",PNWFRM,MD,Frederick MD Millwork,1/1/17,38675.82,51949.72,13273.9,153195.89
20,ABC,Norma Anderson,Norma Anderson,SC MILLWORK,PSCNCM,SC,Columbia SC Millwork,1/1/17,0,0,0,2352.56
20,ABC,Norma Anderson,Norma Anderson,"EASTON, MD YARD",EASTMDYD,MD,Easton MD Yard,1/1/17,856838.61,1086769.96,229931.35,229931.35
20,ABC,Norma Anderson,Norma Anderson,"NORTH EAST, MD",LNPNOM,MD,Northeast MD Yard,1/1/17,3233355.6,3990732.66,757377.06,757508.99
1,BCU,Debra Kesner,Bob Crowson,"ABC - BILLINGS, #409",BILLMTYD,MT,Billings MT Yard,1/1/16,697793.34,919189.96,221396.62,221396.62
1,BCU,Debra Kesner,Bob Crowson,"BUTTE DC, #423",BUTEMTDC,MT,Butte MT DC,1/1/16,73518.86,84965.21,11446.35,15514.49
1,BCU,Debra Kesner,Bob Crowson,"ABC - GREAT FALLS, #434",GRFAMTYD,MT,Great Falls MT Yard,1/1/16,942135.71,1270245.36,328109.65,328402.22
1,BCU,Debra Kesner,Bob Crowson,"ABC - HAVRE, MT, #436",HAVRMTYD,MT,Havre MT Yard,1/1/16,350084.87,462584.1,112499.23,112642.43
1,BCU,Debra Kesner,Bob Crowson,"ABC - CODY, WY, #922",CODYWYYD,WY,Cody WY Yard,1/1/16,412973.27,588774.63,175801.36,175801.36
1,BCU,Debra Kesner,Bob Crowson,"ABC - BUTTE, #422",BUTEMTYD,MT,Butte MT Yard,1/1/16,218937.62,289227.49,70289.87,70301.06
1,BCU,Debra Kesner,Bob Crowson,"ABC - HELENA, MT, #437",HELEMTYD,MT,Helena MT Yard,1/1/16,688381.05,909882.72,221501.67,221501.67
1,BCU,Debra Kesner,Bob Crowson,"ABC - CASPER, WY, #920",CASPWYYD,WY,Casper WY Yard,1/1/16,122106.81,146115.5,24008.69,24008.69
1,BCU,Debra Kesner,Bob Crowson,"ABC - KALISPELL, #445",KALIMTYD,MT,Kalispell MT Yard,1/1/16,612497.77,798132.86,185635.09,185635.09
1,BCU,Karen Keller,Art Karsky,"ABC - MADISON, MN, #359 [Closed:06/16/2018]",MADIMNYD,MN,Madison MN Yard,1/1/16,96796.06,125222.39,28426.33,28426.33
1,BCU,Karen Keller,Art Karsky,"ABC - OSAKIS, #367 [Closed:05/12/2018]",OSAKMNYD,MN,Osakis MN Yard,1/1/16,328385.45,406692.03,78306.58,78306.58
1,BCU,Karen Keller,Art Karsky,"ABC - COKATO, #323 [Closed:06/16/2018]",COKAMNYD,MN,Cokato MN Yard,1/1/16,163326.96,204809.33,41482.37,41482.37
1,BCU,Karen Keller,Art Karsky,"ABC - MONTEVIDEO, #364 [Closed:06/16/2018]",MONTMNYD,MN,Montevideo MN Yard,1/1/16,158676.95,200105.59,41428.64,41432.9
1,BCU,Karen Keller,Art Karsky,"ABC - BRAINERD, #318 [Closed:05/12/2018]",BRAIMNYD,MN,Brainerd MN Yard,1/1/16,417698.43,514114.35,96415.92,96415.92
1,BCU,Karen Keller,Art Karsky,"ABC - PEQUOT LAKES, #368 [Closed:06/30/2018]",PEQUMNYD,MN,Pequot Lakes MN Yard,1/1/16,1112541.16,1347703.38,235162.22,235615.9
1,BCU,Karen Keller,Art Karsky,"ABC - BEMIDJI, #315 [Closed:03/24/2018]",BEMIMNYD,MN,Bemidji MN Yard,1/1/16,397997.65,501589.88,103592.23,103592.23
1,BCU,Karen Keller,Art Karsky,"ABC - THIEF RIVER FALLS, #383 [Closed:06/16/2018]",THIEMNYD,MN,Thief Riverfalls MN Yard,1/1/16,170393.36,212387.74,41994.38,41994.38
1,BCU,Karen Keller,Art Karsky,"ABC - LITTLE FALLS, #350 [Closed:05/12/2018]",LITTMNYD,MN,Little Falls MN Yard,1/1/16,138235.88,184137.11,45901.23,45907.87
1,BCU,Karen Keller,Art Karsky,"ABC - ST CLOUD, #377 [Closed:05/12/2018]",STCLMNYD,MN,St Cloud MN Yard,1/1/16,730174.07,982841.67,252667.6,252667.6
1,BCU,Karen Keller,Art Karsky,"ABC - FERGUS FALLS, #334 [Closed:06/16/2018]",FERGMNYD,MN,Fergus Falls MN Yard,1/1/16,308841.23,398274.63,89433.4,89710.03
1,BCU,Karen Keller,Art Karsky,"ABC - DETROIT LAKES, #325 [Closed:05/12/2018]",DELAMNYD,MN,Detroit Lakes MN Yard,1/1/16,310031.15,395793.06,85761.91,85768.68
1,BCU,Karen Keller,Art Karsky,"ABC - HAWLEY, #337 [Closed:05/12/2018]",HAWLMNYD,MN,Hawley MN Yard,1/1/16,172199.82,207801.04,35601.22,36327.73
1,BCU,Karen Keller,Dave Mills,"ABC - OAK GROVE, #398 [Closed:03/24/2018]",ZIMMMNYD,MN,Oak Grove MN Yard,1/1/16,1117.74,1468.4,350.66,350.66
1,BCU,Karen Keller,Dave Mills,"ABC - NEW RICHMOND, #755",NRICWIYD,WI,New Richmond WI Yard,1/1/16,362983.96,444757.31,81773.35,81773.35
1,BCU,Karen Keller,Dave Mills,"ABC - MANKATO, #361 [Closed:03/24/2018]",MANKMNYD,MN,Mankato MN Yard,1/1/16,528178.69,631222.22,103043.53,103043.53
1,BCU,Karen Keller,Dave Mills,"ABC - EAU CLAIRE, #718",EAUCWIYD,WI,Eau Claire WI Yard,1/1/16,729257.98,925939.75,196681.77,196681.77
1,BCU,Karen Keller,Dave Mills,"ABC - LAKEVILLE, #346 [Closed:03/24/2018]",LKVLMNYD,MN,Lakeville MN Yard,1/1/16,2544.36,3140.5,596.14,596.14
1,BCU,Karen Keller,Dave Mills,"ABC - MENOMONIE, #753",MENOWIYD,WI,Menomonie WI Yard,1/1/16,575463.54,701710.02,126246.48,126677.7
1,BCU,Karen Keller,Dave Mills,"ABC - TWIN CITIES MLWK, #349 [Closed:03/24/2018]",LKVLMNMW,MN,Twin Cities MN Millwork,1/1/16,2177706.67,2775092.09,597385.42,597385.11
1,BCU,Karen Keller,Dave Mills,"ABC - WASECA, #388 [Closed:03/24/2018]",WASEMNYD,MN,Waseca MN Yard,1/1/16,227272.9,285459.57,58186.67,58186.67
1,BCU,Karen Keller,Doug Ossefoort,"ABC - MITCHELL, SD, #648 [Closed:08/11/2018]",MTCHSDYD,SD,Mitchell SD Yard,1/1/16,275025.69,357984.26,82958.57,82958.57
1,BCU,Karen Keller,Doug Ossefoort,"ABC - ABERDEEN, #603 [Closed:08/04/2018]",ABERSDYD,SD,Aberdeen SD Yard,1/1/16,238784.76,311991.6,73206.84,73206.84
1,BCU,Karen Keller,Doug Ossefoort,"ABC - RAPID CITY, SD, #660 [Closed:08/04/2018]",RAPCSDYD,SD,Rapid City SD Yard,1/1/16,630941.17,808584.28,177643.11,177659.88
1,BCU,Karen Keller,Doug Ossefoort,"ABC - SPEARFISH, SD, #670 [Closed:08/04/2018]",SPEASDYD,SD,Spearfish SD Yard,1/1/16,310253.31,393560.68,83307.37,83307.37
1,BCU,Karen Keller,Doug Ossefoort,"ABC - MADISON, SD, #645 [Closed:08/04/2018]",MADISDYD,SD,Madison SD Yard,1/1/16,308830.1,366839.61,58009.51,58009.51
1,BCU,Karen Keller,Doug Ossefoort,"ABC - HURON, SD, #630 [Closed:08/11/2018]",HUROSDYD,SD,Huron SD Yard,1/1/16,308606.67,397609.46,89002.79,89002.79
1,BCU,Karen Keller,Doug Ossefoort,"ABC - PIERRE, SD, #655 [Closed:08/11/2018]",PIERSDYD,SD,Pierre SD Yard,1/1/16,290156.5,379257.18,89100.68,89100.68
1,BCU,Karen Keller,Doug Ossefoort,"ABC - SIOUX FALLS, #667 [Closed:08/04/2018]",SIOUSDYD,SD,Sioux Falls SD Yard,1/1/16,788034.87,991090.94,203056.07,203056.07
1,BCU,Karen Keller,Doug Ossefoort,"ABC - HOT SPRINGS, #628 [Closed:08/04/2018]",HOTSSDYD,SD,Hot Springs SD Yard,1/1/16,265596.45,341694.81,76098.36,76098.36
1,BCU,Karen Keller,Doug Ossefoort,"ABC - BROOKINGS, #608 [Closed:08/04/2018]",BROOSDYD,SD,Brookings SD Yard,1/1/16,223356.57,292578.34,69221.77,69221.77
1,BCU,Karen Keller,Jeremy Poulsen,"ABC - HEBER CITY, #964",HEBRUTYD,UT,Heber City UT Yard,1/1/16,38052.18,45741.37,7689.19,7689.19
1,BCU,Karen Keller,Jeremy Poulsen,"ABC - MIDVALE MLWK, #963",SLAKUTMW,UT,Salt Lake City UT Millwork,1/1/16,1972391.02,2380616.14,408225.12,408225.12
1,BCU,Karen Keller,Jeremy Poulsen,"ABC - MIDVALE, #960",MIDVUTYD,UT,Midvale UT Yard,1/1/16,2644.86,3066.57,421.71,421.71
1,BCU,Karen Keller,John Grueneich,"ABC - GLENDIVE, #433",GLENMTYD,MT,Glendive MT Yard,1/1/16,130413.52,160790.63,30377.11,30377.11
1,BCU,Karen Keller,John Grueneich,"ABC - DICKINSON, ND, #522 [Closed:06/23/2018]",DICKNDYD,ND,Dickinson ND Yard,1/1/16,210595.38,266566.03,55970.65,55970.65
1,BCU,Karen Keller,John Grueneich,"ABC - JAMESTOWN, ND, #540 [Closed:06/23/2018]",JAMENDYD,ND,Jamestown ND Yard,1/1/16,187170.9,237718,50547.1,50547.1
1,BCU,Karen Keller,John Grueneich,"ABC - DEVILS LAKE, #520 [Closed:06/23/2018]",DELANDYD,ND,Devils Lake ND Yard,1/1/16,76624.31,94679.5,18055.19,18055.19
1,BCU,Karen Keller,John Grueneich,"ABC - WILLISTON, #592 [Closed:06/23/2018]",WILLNDYD,ND,Williston ND Yard,1/1/16,65799.35,82226.38,16427.03,16427.03
1,BCU,Karen Keller,John Grueneich,"ABC - WHEATON, MN, #393 [Closed:06/23/2018]",WHEAMNYD,MN,Wheaton MN Yard,1/1/16,64902.05,95350.6,30448.55,30448.55
1,BCU,Karen Keller,John Grueneich,"ABC - MILES CITY, #461",MILEMTYD,MT,Miles City MT Yard,1/1/16,295931.45,389847.11,93915.66,93915.66
1,BCU,Karen Keller,John Grueneich,"ABC - MANDAN, ND, #557 [Closed:06/23/2018]",MANDNDYD,ND,Mandan ND Yard,1/1/16,717483.75,917403.45,199919.7,199919.7
1,BCU,Karen Keller,John Grueneich,"ABC - SIDNEY, MT, #485",SIDNMTYD,MT,Sidney MT Yard,1/1/16,149984.37,184887.85,34903.48,34903.48
1,BCU,Karen Keller,John Grueneich,"ABC - WAHPETON, #590 [Closed:06/16/2018]",WAHPNDYD,ND,Wahpeton ND Yard,1/1/16,438996.79,565467.85,126471.06,126471.06
1,BCU,Karen Keller,Pete Hartmann,"ABC - FORT ATKINSON, #725 [Closed:08/11/2018]",FTATWIYD,WI,Fort Atkinson WI Yard,1/1/16,457365.82,591568.06,134202.24,134202.24
1,BCU,Karen Keller,Pete Hartmann,"ABC - PLATTEVILLE, #759",PLATWIYD,WI,Platteville WI Yard,1/1/16,718642.93,879451.95,160809.02,160809.02
1,BCU,Karen Keller,Pete Hartmann,"ABC - GREENWOOD, #730",GRWDWIYD,WI,Greenwood WI Yard,1/1/16,102638.36,135422.12,32783.76,32783.76
1,BCU,Karen Keller,Pete Hartmann,"ABC - WAUSAU, #795",WAUSWIYD,WI,Wausau WI Yard,1/1/16,739407.38,948921.26,209513.88,209513.88
1,BCU,Karen Keller,Pete Hartmann,"ABC - LOMIRA, #740 [Closed:08/11/2018]",LOMIWIYD,WI,Lomira WI Yard,1/1/16,338930.11,434280.3,95350.19,95350.19
1,BCU,Karen Keller,Pete Hartmann,"ABC - MONROE, #754 [Closed:08/11/2018]",MONRWIYD,WI,Monroe WI Yard,1/1/16,298958.06,376282.7,77324.64,77324.64
1,BCU,Karen Keller,Pete Hartmann,"ABC - DEPERE, WI, #720",DEPRWIMW,WI,De Pere WI Yard,1/1/16,593284.95,769217.11,175932.16,175932.16
1,BCU,Karen Keller,Pete Hartmann,"ABC - FOX VALLEY, #728",GRVLWIYD,WI,Greenville WI Yard,1/1/16,372708.04,506789.15,134081.11,134080.51
1,BCU,Karen Keller,Pete Hartmann,"ABC - MIDDLETON, #750",MIDDWIYD,WI,Middleton WI Yard,1/1/16,1771090.32,2117516.54,346426.22,346719.65
1,BCU,Karen Keller,Pete Hartmann,"ABC - MINOCQUA, #758",MINOWIYD,WI,Minocqua WI Yard,1/1/16,158892.77,202870.95,43978.18,43978.18
1,BCU,Karen Keller,Rich Buffington,"ABC - ASPEN, #801 [Closed:01/27/2018]",ASPNCOYD,CO,Aspen CO Yard,1/1/16,131490.53,166760.63,35270.1,35270.1
1,BCU,Karen Keller,Rich Buffington,"ABC - GLENWOOD SPRINGS, #834 [Closed:01/27/2018]",GLENCOYD,CO,Glenwood Springs CO Yard,1/1/16,647664.57,847478.01,199813.44,199813.44
1,BCU,Karen Keller,Rich Buffington,"ABC - CORTEZ, #815 [Closed:01/27/2018]",CORTCOYD,CO,Cortez CO Yard,1/1/16,166732.33,226449.89,59717.56,59717.56
1,BCU,Karen Keller,Rich Buffington,"ABC - FARMINGTON, #930 [Closed:02/03/2018]",FARMNMYD,NM,Farmington NM Yard,1/1/16,131925.08,175999.04,44073.96,44073.96
1,BCU,Karen Keller,Rich Buffington,"ABC - GRAND JUNCTION, #836 [Closed:01/27/2018]",GRJUCOYD,CO,Grand Junction CO Yard,1/1/16,693101.03,919371.32,226270.29,226270.29
1,BCU,Karen Keller,Rich Buffington,"ABC - MONTROSE, #855 [Closed:01/27/2018]",MONTCOYD,CO,Montrose CO Yard,1/1/16,295566.03,393671.13,98105.1,98105.1
1,BCU,Karen Keller,Rich Buffington,"ABC - STEAMBOAT SPRING, #862 [Closed:01/27/2018]",STSPCOYD,CO,Steamboat Springs CO Yard,1/1/16,244450.96,316353.69,71902.73,71902.73
1,BCU,Karen Keller,Rich Buffington,"ABC - DURANGO, #827 [Closed:02/03/2018]",DURACOYD,CO,Durango CO Yard,1/1/16,249460.37,299556.74,50096.37,50096.37
1,BCU,Karen Keller,Ryan Petersen,"ABC - DUBUQUE, #222 [Closed:02/03/2018]",DUBUIAYD,IA,Dubuque IA Yard,1/1/16,235895.97,290818.36,54922.39,54922.39
1,BCU,Karen Keller,Ryan Petersen,"ABC - STORM LAKE, #274 [Closed:03/17/2018]",STORIAYD,IA,Storm Lake IA Yard,1/1/16,215621.71,282132.23,66510.52,66510.52
1,BCU,Karen Keller,Ryan Petersen,"ABC - BOONE, #213 [Closed:03/17/2018]",BOONIAYD,IA,Boone IA Yard,1/1/16,282542.53,351832.75,69290.22,69290.22
1,BCU,Karen Keller,Ryan Petersen,"ABC - WALKER, #289 [Closed:05/05/2018]",WALKIAYD,IA,Walker IA Yard,1/1/16,408857.86,529975,121117.14,121117.14
1,BCU,Karen Keller,Ryan Petersen,"ABC - WAUKON, #291 [Closed:05/05/2018]",WAUKIAYD,IA,Waukon IA Yard,1/1/16,215684.23,279024.98,63340.75,63340.75
1,BCU,Karen Keller,Ryan Petersen,"ABC - ALGONA, #206 [Closed:03/17/2018]",ALGOIAYD,IA,Algona IA Yard,1/1/16,120467.91,144816.08,24348.17,24348.17
1,BCU,Karen Keller,Ryan Petersen,"ABC - WATERLOO, #290 [Closed:05/05/2018]",WATRIAYD,IA,Waterloo IA Yard,1/1/16,307917.06,385781.74,77864.68,77921.41
1,BCU,Karen Keller,Ryan Petersen,"ABC - IOWA FALLS, #239 [Closed:03/17/2018]",IAFAIAYD,IA,Iowa Falls IA Yard,1/1/16,172959.66,225673.63,52713.97,52713.97
1,BCU,Karen Keller,Ryan Petersen,"ABC - ELKADER, #227 [Closed:03/17/2018]",ELKAIAYD,IA,Elkader IA Yard,1/1/16,274362.7,323394.98,49032.28,49032.28
1,BCU,Karen Keller,Ryan Petersen,"ABC - DAVENPORT, #219 [Closed:02/03/2018]",DAVEIAYD,IA,Davenport IA Yard,1/1/16,843218.77,1008744.49,165525.72,165555.51
